CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50070680,CIAO BELLA,Manhattan,257,7 AVENUE,10001,2122654050,Pizza/Italian,05/02/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,16,B,05/02/2019,04/12/2020,Cycle Inspection / Re-inspection,40.745209395817,-73.994817596999,104,03,009100,1014999,1008000079,MN13
41147597,EL NUEVO SABOR LATINO,Brooklyn,620,4 AVENUE,11215,7187889063,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/02/2019,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,55,,,04/12/2020,Cycle Inspection / Initial Inspection,40.66467502823,-73.993645192989,307,38,014300,3008953,3006300035,BK37
50090194,FUJIYAMA RESTAURANT,Brooklyn,7307,13 AVENUE,11228,7182568188,Japanese,01/15/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,31,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.621345913913,-74.006321848304,310,43,019800,3158847,3062000007,BK30
50067926,CALLE DAO CHELSEA,Manhattan,461,WEST   23 STREET,10011,2124144104,Chinese/Cuban,10/04/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,15,B,10/04/2018,04/12/2020,Cycle Inspection / Re-inspection,40.747185703077,-74.002963008056,104,03,009300,1067979,1007217501,MN13
50015465,SIMIT SARAYI,Manhattan,435,5 AVENUE,10016,2126834100,Turkish,07/18/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,25,,,04/12/2020,Cycle Inspection / Initial Inspection,40.751364664501,-73.98241212227,105,04,008200,1017245,1008680074,MN20
40704635,BEN'S PIZZA,Manhattan,123,MACDOUGAL STREET,10012,2126770976,Pizza,11/20/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,11/20/2018,04/12/2020,Cycle Inspection / Re-inspection,40.730363085924,-74.000187621647,102,01,006500,1008746,1005430021,MN23
50052183,JAZZY WINGS & SOUTHERN CUISINE,Queens,11046,MERRICK BLVD,11433,7186571803,American,08/16/2017,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,17,,,04/12/2020,Cycle Inspection / Initial Inspection,40.694984192378,-73.781915637134,412,27,026400,4217106,4102007501,QN01
40911611,S.R. DELI GROCERY,Queens,9114,43 AVENUE,11373,7184768059,Mexican,11/18/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,11,,,04/12/2020,Cycle Inspection / Initial Inspection,40.743372968948,-73.874247158419,404,25,046300,4039936,4016000011,QN29
50005642,BAGELS AND MORE,Manhattan,1585,3 AVENUE,10128,2123484395,Bagels/Pretzels,02/21/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,16,,,04/12/2020,Cycle Inspection / Initial Inspection,40.780837619414,-73.952499210627,108,05,015400,1048874,1015350001,MN32
50057117,SNOWFOX,Manhattan,24,EAST   23 STREET,10010,6469983030,Japanese,10/02/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,31,,,04/12/2020,Cycle Inspection / Initial Inspection,40.740734890392,-73.987698035628,105,02,005600,1087769,1008517505,MN13
50076681,LHASA FRESH FOOD,Queens,3750,74TH ST,11372,3479526934,Asian,07/02/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate not held by supervisor of food operations.,Y,57,,,04/12/2020,Pre-permit (Operational) / Compliance Inspection,40.747730164156,-73.891616506933,403,25,028900,4029807,4012840061,QN28
40904721,CRISPO,Manhattan,240,WEST   14 STREET,10011,2122291818,Italian,06/04/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,06/04/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.739061240675,-74.000923796848,102,03,007700,1011100,1006180013,MN23
50065381,HANG YAN,Queens,13514,JAMAICA AVE,11418,7182915934,Chinese,04/22/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,28,,,04/12/2020,Cycle Inspection / Initial Inspection,40.702407588556,-73.817333310006,409,29,014202,4196417,4093420021,QN54
50101002,RED GATE BAKERY,Manhattan,68,EAST    1 STREET,10003,6468705553,Bakery,12/03/2019,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Y,62,,,04/12/2020,Pre-permit (Non-operational) / Initial Inspection,40.723437498769,-73.98884489202,103,02,003602,1006100,1004430041,MN22
41350966,THE BELL HOUSE,Brooklyn,149,7 STREET,11215,7186436510,American,03/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,8,A,03/19/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.673524070257,-73.991766130221,306,39,011900,3021555,3009910068,BK37
41473978,EL TENAMPA RESTAURANT,Queens,9614,ROOSEVELT AVENUE,11368,7188440512,Mexican,07/16/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,07/16/2018,04/12/2020,Cycle Inspection / Re-inspection,40.749169739811,-73.869183384828,404,21,037500,4040174,4016050001,QN26
41457158,THE MUSIC BOX,Queens,4008,74 STREET,11373,9175547907,"Bottled beverages, including water, sodas, juices, etc.",06/15/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,18,,,04/12/2020,Inter-Agency Task Force / Initial Inspection,40.746335566929,-73.891344502046,404,25,026500,4030472,4013050133,QN50
50002774,FRESH & CO,Manhattan,1359,BROADWAY,10018,2122537374,Sandwiches/Salads/Mixed Buffet,04/09/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,A,04/09/2018,04/12/2020,Cycle Inspection / Re-inspection,40.751697458285,-73.9875985531,105,03,010900,1015240,1008120022,MN17
50059993,SEAMORE'S,Manhattan,161,8 AVENUE,10011,2125979222,American,09/05/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,23,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.742338489619,-74.000649576733,104,03,008900,1013105,1007420034,MN13
50049836,SIMPLE ELDRIDGE,Manhattan,109,ELDRIDGE STREET,10002,6468708292,Japanese,02/12/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,02/12/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.718118402653,-73.99199508361,103,01,001800,1005573,1004180047,MN27
50044989,MCDONALD'S,Brooklyn,700,BROADWAY,11206,7185992870,American,04/24/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,12,A,04/24/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.701559202585,-73.943323162481,301,33,050700,3061497,3022750011,BK75
40801855,PLAYWRIGHT CELTIC PUB,Manhattan,202,WEST   49 STREET,10019,2122629263,Irish,06/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,,,04/12/2020,Cycle Inspection / Initial Inspection,40.760551605711,-73.983990757676,105,04,012500,1024786,1010200136,MN17
50059417,YUMMY CHINESE RESTAURANT,Brooklyn,985,NOSTRAND AVENUE,11225,7187788898,Chinese,03/15/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,13,A,03/15/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.664414945795,-73.950982026798,309,35,031900,3324550,3013090001,BK63
41481717,PJ RESTAURANT & BAKERY,Brooklyn,1339,ST JOHNS PLACE,11213,7183632450,Caribbean,02/27/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,39,,,04/12/2020,Cycle Inspection / Initial Inspection,40.670766235102,-73.934279569583,308,35,035300,3036765,3013770037,BK61
50002694,ART HOUSE RESTAURANT,Brooklyn,2751,OCEAN AVENUE,11229,7187431323,French,12/13/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,21,,,04/12/2020,Cycle Inspection / Initial Inspection,40.594150986609,-73.950407280026,315,48,059401,3202173,3074050063,BK17
41424557,BIG DADDY CARIBBEAN TASTE,Bronx,4406,WHITE PLAINS ROAD,10470,7183252381,Caribbean,05/22/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,05/22/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.898737293788,-73.854038912213,212,11,043400,2070716,2050700004,BX62
50033955,CROWN CHICKEN & BISCUIT,Brooklyn,152,ROCKAWAY AVENUE,11233,7183460088,Chicken,03/28/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,03/28/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.677947165915,-73.910791386279,316,41,030100,3042207,3015510056,BK79
50087977,NEW HAPPY FORTUNE,Queens,4757,47TH ST,11377,7187068881,Chinese,09/18/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,17,,,04/12/2020,Pre-permit (Operational) / Compliance Inspection,40.740025804408,-73.918365472425,402,26,023500,4052933,4022850060,QN31
50094666,KAPE'T TORTA,Queens,8313,QUEENS BLVD,11373,7188990240,Café/Coffee/Tea,07/11/2019,Violations were cited in the following area(s).,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",N,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,40.737216817441,-73.879700416899,404,25,047300,4539828,4015420031,QN29
50059239,RUZANA,Brooklyn,486,85 STREET,11209,3476626208,Mediterranean,07/10/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,84,C,07/10/2018,04/12/2020,Cycle Inspection / Re-inspection,40.622465700887,-74.026231609867,310,43,013800,3153164,3060350040,BK31
41566403,AGORA TAVERNA,Queens,7009,AUSTIN STREET,11375,7187937300,Greek,06/01/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,28,,,04/12/2020,Cycle Inspection / Initial Inspection,40.720821230918,-73.846587155131,406,29,071100,4077481,4032380033,QN17
50017407,CROWN FRIED CHICKEN,Queens,8792,PARSONS BLVD,11432,3475925020,American,07/02/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,11,A,07/02/2018,04/12/2020,Cycle Inspection / Re-inspection,40.707002266188,-73.802388320811,412,24,023600,4208935,4097630042,QN35
50000419,NATUREWORKS,Manhattan,43-45,W 55 STREET,10019,2123333020,American,08/30/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,23,B,08/30/2019,04/12/2020,Cycle Inspection / Re-inspection,40.762279485776,-73.976362739705,105,04,010400,1034820,1012710015,MN17
41644337,RARE VIEW ROOFTOP,Manhattan,152,WEST   26 STREET,10001,2128077273,American,02/09/2018,Violations were cited in the following area(s).,15F6,,,,,,04/12/2020,Smoke-Free Air Act / Initial Inspection,40.745415150625,-73.992904849656,104,03,009100,1015028,1008010071,MN13
41377952,DARBAR GRILL,Manhattan,157,EAST   55 STREET,10022,2127514600,Indian,07/20/2017,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Y,34,,,04/12/2020,Cycle Inspection / Initial Inspection,40.759360174919,-73.969447622112,106,04,010000,1036516,1013100032,MN19
50035638,DUMPLING LEGEND,Queens,17661,UNION TPKE,11366,7183800028,Asian,04/12/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,,,04/12/2020,Cycle Inspection / Initial Inspection,40.725866915827,-73.79142917068,408,24,133900,4154571,4071870049,QN41
50072286,SPRINGFIELD LITTLE DUMPLING,Queens,22102A,HORACE HARDING EXPY,11364,7182298880,Chinese,03/05/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,03/05/2018,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.749144839838,-73.756361770229,411,23,137700,4163157,4076440033,QN42
50083583,TIERRA Y MAR RESTAURANT,Manhattan,4221,BROADWAY,10033,6469340128,Spanish,04/15/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,25,,,04/12/2020,Cycle Inspection / Initial Inspection,40.849028811692,-73.936976348703,112,10,026500,1064270,1021760054,MN36
50077883,TRUE KITCHEN,Bronx,3766,WHITE PLAINS ROAD,10467,3473241706,American,08/07/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.883139116313,-73.863031203256,212,12,039000,2058058,2046660049,BX44
50006298,BLACKWELLS,Manhattan,150,EAST   47 STREET,10017,2126617890,American,01/09/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,36,,,04/12/2020,Cycle Inspection / Initial Inspection,40.754338180968,-73.973106269136,106,04,009200,1036207,1013010033,MN19
50070507,Raj's Indian Kitchen,Queens,2718,QUEENS PLZ S,11101,6462108734,Indian,05/11/2018,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,C,05/11/2018,04/12/2020,Pre-permit (Operational) / Reopening Inspection,40.750062830231,-73.939614809945,402,26,001900,4005054,4004220021,QN31
41265462,SAJU BISTRO,Manhattan,120,WEST   44 STREET,10036,2129977258,French,07/02/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,,,04/12/2020,Cycle Inspection / Initial Inspection,40.756453675259,-73.98395204157,105,04,011900,1022616,1009960043,MN17
50047617,TOAST & ROAST,Queens,3207,BROADWAY,11106,7187770997,American,05/23/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,05/23/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.761526932399,-73.924428758792,401,22,006100,4008405,4006140007,QN70
40676884,NEW DYKER RESTAURANT,Brooklyn,8505,18 AVENUE,11214,7182341435,American,10/02/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,11,A,10/02/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.607704487955,-74.002063633072,311,47,027800,3165758,3063440006,BK28
41023740,JOHNY'S LUNCHEONETTE,Manhattan,124,WEST   25 STREET,10001,2122436230,American,12/31/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,12/31/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.744556032679,-73.992785848455,104,03,009100,1014987,1008000055,MN13
41299757,1 OAK,Manhattan,453,WEST   17 STREET,10011,2122421111,American,06/10/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,25,,,04/12/2020,Cycle Inspection / Initial Inspection,40.743710717251,-74.005972620676,104,03,008300,1012548,1007150005,MN13
41703229,SAKE BAR SATSKO,Manhattan,202,EAST    7 STREET,10009,2126140933,Japanese,08/08/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,08/08/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.724679731477,-73.980315844648,103,02,002602,1004677,1003890019,MN28
40360045,SEUDA FOODS,Brooklyn,705,KINGS HIGHWAY,11223,7183751500,Jewish/Kosher,03/13/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,19,,,04/12/2020,Cycle Inspection / Initial Inspection,40.606186921432,-73.965466445897,315,44,041800,3177501,3066640028,BK25
50073616,OVEN GRILL CHILL LOUNGE,Queens,4212,BROADWAY,11103,9173964249,Mexican,01/17/2020,Violations were cited in the following area(s).,15F2,,,,,,04/12/2020,Smoke-Free Air Act / Initial Inspection,40.758121202081,-73.91722061792,401,26,015900,4011655,4006900039,QN70
50078357,PICK-A-BAGEL,Manhattan,210,EAST   23 STREET,10010,2126861414,American,04/12/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,23,,,04/12/2020,Cycle Inspection / Initial Inspection,40.738607047561,-73.98265727617,106,02,006400,1019663,1009030053,MN21
40373160,KORNER PIZZERIA,Brooklyn,226,CHURCH AVENUE,11218,7188533755,Pizza/Italian,09/27/2019,Violations were cited in the following area(s).,15F6,,,,,,04/12/2020,Smoke-Free Air Act / Initial Inspection,40.643376352202,-73.978026547796,312,39,048800,3124589,3053350078,BK41
50057094,SUPREMA,Manhattan,305,BLEECKER STREET,10014,6469644994,American,12/08/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,11,A,12/08/2016,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.73259451813,-74.003770600231,102,03,007300,1010180,1005910004,MN23
50077772,CLASSIC CAR CLUB,Manhattan,1,PIER 76,10018,2122292402,American,08/15/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,A,08/15/2018,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.758485813513,-74.004923546014,104,03,009900,1000000,1006650010,MN13
50012532,KRUSH,Manhattan,2,WEST   32 STREET,10001,9178649456,American,02/15/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,22,,,04/12/2020,Cycle Inspection / Initial Inspection,40.747308389619,-73.985903129221,105,04,007600,1015823,1008330047,MN17
50033734,HONG KONG NOODLE SARIKU SUSHI,Manhattan,174,LEXINGTON AVENUE,10016,2126891025,Chinese/Japanese,10/17/2019,No violations were recorded at the time of this inspection.,,,,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,40.744304954931,-73.981255546968,105,02,007200,1018333,1008860069,MN20
41520610,BAREBURGER,Manhattan,535,LAGUARDIA PLACE,10012,2124778125,American,10/17/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,10/17/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.728598191735,-73.998477418655,102,01,005501,1080076,1005330010,MN23
50038898,NEW GREAT WALL CHINESE RESTAURANT,Queens,6913,WOODSIDE AVE,11377,7188980815,Chinese,03/25/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,03/25/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.742661374534,-73.895424829731,402,26,026500,4030562,4013090073,QN50
50051704,LITTLE CANAL,Manhattan,26,CANAL STREET,10002,9174727479,American,08/15/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,08/15/2018,04/12/2020,Cycle Inspection / Re-inspection,40.714443036403,-73.990411946822,103,01,000600,1003599,1002830073,MN28
41443598,CAFE BOULUD/BAR PLEIADES,Manhattan,20,EAST   76 STREET,10021,2127722600,French,07/09/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,9,A,07/09/2018,04/12/2020,Cycle Inspection / Re-inspection,40.77454259207,-73.964003198831,108,04,013000,1041706,1013900057,MN40
50074793,EAT TO THE BONE RESTURANT,Brooklyn,1764,PITKIN AVENUE,11212,3475814448,Caribbean,02/27/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,22,,,04/12/2020,Cycle Inspection / Initial Inspection,40.670059297221,-73.90810555988,316,41,090600,3081104,3035240016,BK81
41491940,MALAPARTE,Manhattan,753,WASHINGTON STREET,10014,2122552122,Italian,06/15/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,06/15/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.736834944495,-74.008248940491,102,03,007900,1011930,1006350011,MN23
40854950,RISTORANTE SETTEPANI,Manhattan,196,LENOX AVENUE,10026,9174924806,Italian,01/27/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,01/27/2020,04/12/2020,Cycle Inspection / Initial Inspection,40.804434992313,-73.947905724768,110,09,020000,1083963,1017180069,MN11
50064635,DUMONT BURGER,Brooklyn,314,BEDFORD AVENUE,11249,7187826666,Sandwiches,10/11/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,41,C,10/11/2017,04/12/2020,Pre-permit (Operational) / Re-inspection,40.713635621567,-73.961857470102,301,34,055100,3062941,3024050024,BK73
50074068,CAFE METRO,Manhattan,240,WEST   35 STREET,10001,2123988788,American,08/26/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,08/26/2019,04/12/2020,Cycle Inspection / Re-inspection,40.752164413748,-73.991377396662,105,03,010900,1014415,1007840064,MN17
50078728,MCDONALD'S,Brooklyn,395,FLATBUSH AVENUE EXTENSION,11201,7185224983,American,01/07/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,8,A,01/07/2019,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.689815842146,-73.98140434252,302,35,003300,3058594,3020930001,BK68
50005707,HANA SUSHI,Brooklyn,524,86 STREET,11209,7182384513,Japanese,11/27/2017,Establishment re-opened by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Y,14,C,11/27/2017,04/12/2020,Cycle Inspection / Reopening Inspection,40.621093455541,-74.025582676232,310,43,016000,3153783,3060510027,BK31
50050972,DEAR MAMA,Manhattan,308,EAST  109 STREET,10029,3476801769,Café/Coffee/Tea,12/19/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,50,,,04/12/2020,Cycle Inspection / Initial Inspection,40.792329817768,-73.940544201532,111,08,017000,1089783,1016800148,MN33
41701881,SKOVORODKA RESTAURANT,Brooklyn,615,BRIGHTON BEACH AVENUE,11235,7186153096,Russian,04/29/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,13,A,04/29/2019,04/12/2020,Cycle Inspection / Re-inspection,40.577658983497,-73.961226256328,313,48,036200,3244915,3086760008,BK19
41036291,POPEYES,Bronx,845,EAST  149 STREET,10455,7182926881,Chicken,03/14/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,A,03/14/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.812328585112,-73.90467511475,201,08,007900,2004898,2026740015,BX34
50071807,THE AINSWORTH,Manhattan,64,3 AVENUE,10003,2127410646,American,08/24/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate not held by supervisor of food operations.,Y,102,,,04/12/2020,Cycle Inspection / Initial Inspection,40.731229874174,-73.988688431825,103,02,004200,1008969,1005560020,MN22
50000150,TASZO COFFEE,Manhattan,5,EDWARD M MORGAN PLACE,10032,2129341100,American,06/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,25,,,04/12/2020,Cycle Inspection / Initial Inspection,40.834527190919,-73.945399404987,112,07,024100,1076745,1021340180,MN36
